Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
SRR27931736.006	Bacteria	5449	104	58	92.01	6.19	14.29	3947045	0	300	300	31088	31088	13156	13156	97665	97665	55.7	2.9	85.22	11	3608	25	74	4	1	0	0
SRR27931740.003	Bacteria	5449	104	58	99.14	4.91	16.67	2706445	0	109	109	102792	102792	24829	24829	347446	347446	53	3.39	90.44	11	2573	1	97	6	0	0	0
SRR27931741.005	Bacteria	5449	104	58	99.14	0	0	2867991	0	152	152	121175	121175	18868	18868	314795	314795	52.6	6.89	90.04	11	2713	1	103	0	0	0	0
SRR27931741.006	Bacteria	5449	104	58	98.28	6.61	83.33	2463439	0	138	138	34894	34894	17851	17851	132665	132665	36.8	1.67	88.67	11	2411	1	97	6	0	0	0
SRR27931742.005	Bacteria	5449	104	58	100	1.72	0	3402477	0	286	286	51612	51612	11896	11896	232229	232229	51.7	8.54	88.2	11	3280	0	103	1	0	0	0
SRR27931743.007	Bacteria	5449	104	58	99.14	0	0	3020755	0	203	203	53368	53368	14880	14880	166452	166452	51.9	8.7	89.64	11	2899	1	103	0	0	0	0
SRR27931743.010	Bacteria	5449	104	58	99.22	3.76	21.05	3094493	0	438	438	20628	20628	7065	7065	144331	144331	45.9	6.27	89.75	11	3097	5	89	7	2	1	0
SRR27931744.004	Bacteria	5449	104	58	95.92	13.79	0	2864395	0	351	351	18489	18489	8160	8160	96995	96995	36.6	4.19	86.8	11	2915	6	86	12	0	0	0
SRR27931744.007	Bacteria	5449	104	58	99.14	2.35	40	3192650	0	319	319	43358	43358	10008	10008	172211	172211	51.2	12.44	87.74	11	3122	1	98	5	0	0	0
SRR27931745.002	Bacteria	5449	104	58	91.69	12.07	22.22	3949258	0	695	695	11720	11720	5682	5682	124238	124238	35.3	7.84	80.61	11	4083	13	82	9	0	0	0
SRR27931746.002	Bacteria	5449	104	58	98.28	11.76	64.29	1678020	0	60	60	88740	88740	27967	27967	185365	185365	49.2	9.6	84.63	11	1481	1	75	28	0	0	0
SRR27931746.005	Bacteria	5449	104	58	100	13.79	11.11	4421402	0	511	511	80835	80835	8652	8652	224660	224660	37.4	8.88	79.57	11	4277	0	97	6	1	0	0
SRR27931747.005	Bacteria	5449	104	58	91.38	5.96	12.5	2975536	0	298	298	22253	22253	9985	9985	101681	101681	36.6	3.84	85.36	11	2947	29	67	8	0	0	0
SRR27931747.006	Bacteria	5449	104	58	92.53	11.46	13.33	2884750	0	302	302	20678	20678	9552	9552	64333	64333	36.3	3.35	87.28	11	2959	16	73	15	0	0	0
SRR27931747.008	Bacteria	5449	104	58	99.14	6.03	26.67	3929411	0	295	295	35778	35778	13320	13320	125240	125240	51.6	3.83	82.96	11	3771	1	88	15	0	0	0
SRR27931749.005	Bacteria	5449	104	58	99.14	0.63	0	3343071	0	341	341	35405	35405	9803	9803	121170	121170	51.6	7.31	86.86	11	3219	1	99	4	0	0	0
SRR27931750.004	Bacteria	5449	104	58	99.14	2.19	0	3268245	0	308	308	45357	45357	10611	10611	199367	199367	51.2	8.12	87.54	11	3129	1	99	4	0	0	0
SRR27931752.003	Bacteria	5449	104	58	91.69	4.31	0	3809029	0	786	786	9246	9246	4846	4846	59122	59122	35.5	4.37	84.2	11	4271	16	85	3	0	0	0
SRR27931752.008	Bacteria	5449	104	58	92.48	6.69	75	2178748	0	723	723	4306	4306	3013	3013	21593	21593	59.6	2.6	90.26	11	2671	9	87	8	0	0	0
SRR27931754.002	Bacteria	5449	104	58	98.28	2.04	66.67	2002864	0	522	522	5483	5483	3836	3836	68886	68886	36.7	5.97	83.74	11	2184	1	100	3	0	0	0
SRR27931755.001	Bacteria	5449	104	58	96.55	3.45	0	2494981	0	566	566	5890	5890	4408	4408	32109	32109	41.4	7.72	80.93	11	2321	2	100	2	0	0	0
SRR27931756.002	Bacteria	5449	104	58	94.83	13.79	0	5731078	0	175	175	96166	96166	32749	32749	223041	223041	34.9	2.85	83.65	11	5894	4	65	35	0	0	0
SRR27931756.008	Bacteria	5449	104	58	98.28	12.6	20	2616621	0	577	577	7615	7615	4534	4534	61044	61044	53	5.39	82.82	11	2722	1	83	20	0	0	0
SRR27931757.001	Bacteria	5449	104	58	99.66	0	0	3749131	0	219	219	31439	31439	17119	17119	148320	148320	55	5.67	84.64	11	3400	1	103	0	0	0	0
SRR27931757.002	Bacteria	5449	104	58	95.69	2.9	100	2492444	0	223	223	36735	36735	11176	11176	214108	214108	36.9	8.18	88.74	11	2686	3	97	4	0	0	0
SRR27931757.003	Bacteria	5449	104	58	99.14	4.31	25	2864961	0	289	289	20029	20029	9913	9913	80502	80502	51.1	3.98	83.41	11	2795	1	99	4	0	0	0
SRR27931757.004	Bacteria	5449	104	58	100	7.37	14.29	2825680	0	379	379	15851	15851	7455	7455	83208	83208	37.3	4	88.06	11	3087	0	97	7	0	0	0
SRR27931757.005	Bacteria	5449	104	58	91.25	0	0	3640654	0	489	489	16701	16701	7445	7445	80184	80184	51.8	3.7	84.27	11	3804	23	81	0	0	0	0
SRR27931762.003	Bacteria	5449	104	58	100	0	0	2519198	0	161	161	33123	33123	15647	15647	110926	110926	38.4	4.54	87.63	11	2359	0	104	0	0	0	0
SRR27931762.005	Bacteria	5449	104	58	100	3.45	0	2609361	0	474	474	11453	11453	5504	5504	191385	191385	29.1	4.83	82.72	11	2916	0	102	2	0	0	0
SRR27931763.002	Bacteria	5449	104	58	100	0	0	3093818	0	252	252	31739	31739	12277	12277	111324	111324	41.2	8.31	83.04	11	2695	0	104	0	0	0	0
SRR27931764.001	Bacteria	5449	104	58	98.28	0	0	3149063	0	463	463	78464	78464	6801	6801	322427	322427	36.9	13.74	74.35	11	2889	1	103	0	0	0	0
SRR27931766.001	Bacteria	5449	104	58	98.28	2.19	16.67	5004437	0	467	467	36100	36100	10716	10716	153247	153247	44.6	7.65	78.86	11	5187	1	99	3	1	0	0
SRR27931767.001	Bacteria	5449	104	58	98.28	3.45	50	2752583	0	630	630	6476	6476	4369	4369	63068	63068	35.9	10.9	69.29	11	2214	1	101	2	0	0	0
SRR27931768.001	Bacteria	5449	104	58	99.66	0	0	3809212	0	220	220	34367	34367	17314	17314	130153	130153	55	5.95	84.51	11	3441	1	103	0	0	0	0
SRR27931768.003	Bacteria	5449	104	58	91.38	14.48	0	2709828	0	379	379	14032	14032	7149	7149	89263	89263	37.3	4.25	88.27	11	2964	5	68	31	0	0	0
SRR27931769.001	Bacteria	5449	104	58	97.93	0	0	3802407	0	204	204	35188	35188	18639	18639	107118	107118	54.9	6.34	84.3	11	3410	2	102	0	0	0	0
SRR27931769.002	Bacteria	5449	104	58	96.79	1.72	100	2511387	0	218	218	30818	30818	11520	11520	215239	215239	36.5	7.47	88.99	11	2718	6	97	1	0	0	0
SRR27931769.003	Bacteria	5449	104	58	100	0	0	3079187	0	331	331	20428	20428	9302	9302	79333	79333	51.1	3.88	83.19	11	3030	0	104	0	0	0	0
SRR27931769.004	Bacteria	5449	104	58	100	6.3	20	2647228	0	324	324	17368	17368	8170	8170	131021	131021	37.5	3.62	88.8	11	2834	0	94	10	0	0	0
ERR3799299.013	Bacteria	5449	104	58	100	4.55	0	1700994	0	197	197	87770	87770	8634	8634	408550	408550	47.6	3.85	86.09	11	1678	0	85	19	0	0	0
ERR3799301.008	Bacteria	5449	104	58	100	0.78	0	1554025	0	174	174	59899	59899	8931	8931	358661	358661	27.2	8.23	88.24	11	1560	0	99	5	0	0	0
ERR3799301.013	Bacteria	5449	104	58	98.28	0	0	2262106	0	85	85	230028	230028	26613	26613	377818	377818	56.2	3.3	88.92	11	2140	1	103	0	0	0	0
ERR3799301.016	Bacteria	5449	104	58	95.92	6.18	0	3161162	0	229	229	49094	49094	13804	13804	145986	145986	52.5	2.97	83.13	11	3184	16	80	8	0	0	0
ERR3799301.017	Bacteria	5449	104	58	100	9.22	58.33	4075573	0	481	481	54738	54738	8473	8473	248497	248497	48.2	3.15	86.97	11	4383	0	80	24	0	0	0
SRR12632464.001	Bacteria	5449	104	58	97.41	9.09	87.5	2401415	0	645	645	4797	4797	3723	3723	67518	67518	41.4	6.21	83.28	11	2281	2	94	8	0	0	0
SRR12632465.001	Bacteria	5449	104	58	97.41	12.23	75	1659535	0	547	547	3725	3725	3033	3033	37059	37059	36.7	3.21	89.97	11	1879	2	94	8	0	0	0
SRR12632466.001	Bacteria	5449	104	58	96.55	8.78	71.43	1742012	0	604	604	3666	3666	2884	2884	25111	25111	36.5	3.4	89.51	11	2044	2	97	4	1	0	0
SRR12632467.001	Bacteria	5449	104	58	98.28	6.9	75	1626673	0	140	140	20650	20650	11619	11619	107120	107120	36.9	3.37	89.89	11	1569	1	99	4	0	0	0
SRR12632468.001	Bacteria	5449	104	58	96.55	3.45	50	1487233	0	424	424	4393	4393	3507	3507	23352	23352	36.3	2.48	90.75	11	1644	2	100	2	0	0	0
SRR12632473.002	Bacteria	5449	104	58	97.41	2.74	0	2045997	0	739	739	3521	3521	2768	2768	27067	27067	36.2	4.95	88.65	11	2367	2	99	3	0	0	0
SRR12632479.002	Bacteria	5449	104	58	100	12.15	16.67	2218501	0	566	566	5437	5437	3919	3919	47256	47256	38.2	3.55	87.99	11	2218	0	82	21	1	0	0
SRR12632479.004	Bacteria	5449	104	58	93.97	5.17	5	1619277	0	439	439	5580	5580	3688	3688	36646	36646	34.8	5.98	86.43	11	1684	4	86	11	3	0	0
SRR12632481.003	Bacteria	5449	104	58	93.1	4.08	0	1047606	0	340	340	4528	4528	3081	3081	24418	24418	28.2	4.87	83.23	4	1169	4	84	15	1	0	0
SRR12632487.001	Bacteria	5449	104	58	95.69	13.4	58.33	2060553	0	554	554	5262	5262	3719	3719	39553	39553	39.5	5.55	83.53	11	2007	3	91	9	1	0	0
SRR12632490.001	Bacteria	5449	104	58	98.28	1.72	0	1544749	0	53	53	68682	68682	29146	29146	135173	135173	36.2	3.66	89.41	11	1418	1	102	1	0	0	0
SRR12632490.002	Bacteria	5449	104	58	100	0	0	2374871	0	201	201	94484	94484	11815	11815	326563	326563	48	11.29	89.86	11	2283	0	104	0	0	0	0
SRR28682305.001	Bacteria	5449	104	58	100	12.54	0	4849207	0	595	595	151306	151306	8149	8149	693967	693967	66.7	6.12	89.27	11	5007	0	93	11	0	0	0
SRR28682307.001	Bacteria	5449	104	58	100	1.72	0	4169832	0	51	51	189475	189475	81761	81761	693967	693967	67.2	11.51	89.67	11	3997	0	103	1	0	0	0
SRR28682307.002	Bacteria	5449	104	58	98.28	0.86	0	5269043	0	48	48	371515	371515	109771	109771	853873	853873	59	6.86	89.23	11	5080	1	102	1	0	0	0
21_Melli.008	Bacteria	5449	104	58	91.38	3.76	25	1428996	0	82	82	54285	54285	17426	17426	197419	197419	40.5	5.62	89.62	11	1344	6	94	4	0	0	0
23_Scapto.001	Bacteria	5449	104	58	93.1	1.72	0	1242627	0	64	64	29423	29423	19416	19416	83720	83720	33.1	2.97	87.37	11	1233	4	99	1	0	0	0
23_Scapto.002	Bacteria	5449	104	58	98.28	1.72	0	1279089	0	75	75	33369	33369	17054	17054	234131	234131	29.2	4.01	86.91	11	1291	1	102	1	0	0	0
39_Melli.020	Bacteria	5449	104	58	99.69	5.06	100	2946493	0	125	125	127694	127694	23571	23571	454573	454573	49.3	5.2	82.16	11	2550	2	89	13	0	0	0
40_Melli.019	Bacteria	5449	104	58	96.55	7.21	16.67	1612912	0	263	263	11101	11101	6132	6132	70627	70627	37.4	1.79	89.94	11	1743	2	96	6	0	0	0
41_Melli.014	Bacteria	5449	104	58	96.55	6.9	0	3029212	0	496	496	11531	11531	6107	6107	140440	140440	31.7	3.25	81.11	11	3280	2	97	5	0	0	0
45_Melli.022	Bacteria	5449	104	58	94.83	8.62	14.29	1912439	0	64	64	93506	93506	29881	29881	266979	266979	40.7	1.81	90.14	11	1731	3	94	7	0	0	0
46_Melli.007	Bacteria	5449	104	58	98.28	1.72	0	1659969	0	53	53	125683	125683	31320	31320	375103	375103	44.2	6.06	88.05	11	1480	1	102	1	0	0	0
46_Melli.013	Bacteria	5449	104	58	98.28	4.02	66.67	1838744	0	150	150	28523	28523	12258	12258	83530	83530	37.3	3.13	89.46	11	1869	1	100	3	0	0	0
46_Melli.022	Bacteria	5449	104	58	100	5.64	0	3422824	0	735	735	55384	55384	4656	4656	767032	767032	50.8	2.74	88.02	11	3517	0	98	6	0	0	0
46_Melli.025	Bacteria	5449	104	58	100	0	0	2317391	0	42	42	181803	181803	55175	55175	358166	358166	62.5	13.7	90.29	11	2104	0	104	0	0	0	0
46_Melli.029	Bacteria	5449	104	58	90.65	10.5	75	2587124	0	512	512	10728	10728	5052	5052	143031	143031	36.7	2.17	88.37	11	3039	17	81	5	1	0	0
46_Melli.044	Bacteria	5449	104	58	91.38	14.5	8.11	5321908	0	2505	2505	2287	2287	2124	2124	52801	52801	53.5	3.41	85.98	11	7289	6	75	16	7	0	0
47_Melli.001	Bacteria	5449	104	58	98.28	4.31	66.67	1767276	0	105	105	35859	35859	16831	16831	107369	107369	41	4.49	89.2	11	1633	1	100	3	0	0	0
47_Melli.005	Bacteria	5449	104	58	90.13	12.21	23.08	2064720	0	215	215	25939	25939	9603	9603	240626	240626	36	3.54	86.94	11	2235	25	70	7	2	0	0
47_Melli.012	Bacteria	5449	104	58	94.83	7.71	62.5	1597206	0	308	308	7568	7568	5185	5185	38306	38306	45	2.57	89.2	11	1647	3	93	8	0	0	0
51_Scapto.026	Bacteria	5449	104	58	95.69	13.7	22.22	3236977	0	1006	1006	4340	4340	3217	3217	28326	28326	47.4	5.63	88.16	11	3760	3	85	15	1	0	0
90_Scapto.011	Bacteria	5449	104	58	96.55	3.45	0	2736234	0	536	536	8674	8674	5104	5104	187027	187027	29.6	6.21	83.43	11	2946	2	100	2	0	0	0
92_Scapto.008	Bacteria	5449	104	58	93.1	3.45	0	2270779	0	469	469	10005	10005	4841	4841	116814	116814	30.7	6.92	84.34	11	2324	4	98	2	0	0	0
92_Scapto.017	Bacteria	5449	104	58	92.65	10.95	65.38	5120409	0	319	319	52163	52163	16051	16051	204244	204244	54.1	2.47	87.32	11	4918	20	64	17	3	0	0
92_Scapto.018	Bacteria	5449	104	58	95.06	4.81	60	3332207	0	484	484	14043	14043	6884	6884	79964	79964	36.6	2.2	85.15	11	3590	7	92	5	0	0	0
92_Scapto.030	Bacteria	5449	104	58	98.28	10.11	0	1518747	0	236	236	15166	15166	6435	6435	55782	55782	44.8	1.99	89.06	11	1543	1	92	9	2	0	0
93_Scapto.001	Bacteria	5449	104	58	93.1	12.13	21.05	1228379	0	79	79	26383	26383	15549	15549	153614	153614	33.1	2.9	87.65	11	1232	4	81	19	0	0	0
93_Scapto.012	Bacteria	5449	104	58	90.91	13.64	23.53	3236179	0	371	371	20601	20601	8722	8722	72781	72781	47.4	6.26	89.08	11	3196	10	77	17	0	0	0
