Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
SRR27931706.006	Bacteria	5449	104	58	54.86	27.90	57.69	2952106	0	1057	1057	3399	3399	2792	2792	47501	47501	36.6	1.69	90.36	11	3300	50	43	5	5	1	0
SRR27931706.007	Bacteria	5449	104	58	66.54	6.90	83.33	1890145	0	295	295	9844	9844	6407	6407	48470	48470	36.8	2.05	88.71	11	1988	59	41	3	1	0	0
SRR27931706.008	Bacteria	5449	104	58	99.84	14.40	13.79	2825244	0	585	585	11175	11175	4829	4829	50233	50233	48.9	2.34	78.83	11	2774	1	78	23	2	0	0
SRR27931706.009	Bacteria	5449	104	58	31.71	6.18	28.57	5042129	0	1928	1928	3045	3045	2615	2615	53563	53563	33.5	2.31	81.01	11	6784	70	27	7	0	0	0
SRR27931706.010	Bacteria	5449	104	58	18.61	4.37	0.00	31485388	0	5393	5393	8862	8862	5838	5838	55558	55558	19.1	2.06	20.83	11	30582	81	19	4	0	0	0
SRR27931706.011	Bacteria	5449	104	58	37.86	5.02	0.00	36038753	0	8071	8071	6367	6367	4465	4465	47871	47871	24.8	1.87	30.77	11	43536	59	34	10	1	0	0
SRR27931706.012	Bacteria	5449	104	58	78.34	34.28	16.13	2940658	0	1379	1379	2201	2201	2132	2132	240428	240428	41.6	3.06	87.05	11	3317	19	55	19	6	3	2
SRR27931706.013	Bacteria	5449	104	58	43.54	5.31	0.00	42419177	0	13098	13098	4047	4047	3238	3238	36651	36651	30.8	2.06	30.54	11	48066	52	45	6	1	0	0
SRR27931706.014	Bacteria	5449	104	58	8.17	5.06	18.75	42192130	0	16728	16728	2900	2900	2522	2522	18135	18135	36.9	2.08	35.93	11	58552	79	10	8	6	1	0
SRR27931706.015	Bacteria	5449	104	58	2.59	0.00	0.00	26311641	0	13717	13717	2027	2027	1918	1918	10743	10743	44.0	3.12	52.13	11	44743	102	2	0	0	0	0
SRR27931706.016	Bacteria	5449	104	58	63.39	7.92	42.86	2923542	0	1488	1488	2069	2069	1964	1964	18718	18718	41.0	2.44	83.05	11	3778	48	49	7	0	0	0
maxbin.001	Bacteria	5449	104	58	91.38	13.51	94.74	1800909	0	432	432	5690	5690	4168	4168	21685	21685	39.8	8.05	79.81	11	1659	5	84	13	2	0	0
maxbin.002	Bacteria	5449	104	58	36.13	10.33	23.81	2266459	0	698	698	4323	4323	3247	3247	50445	50445	37.1	11.40	66.06	11	2143	50	35	18	1	0	0
maxbin.003	Bacteria	5449	104	58	67.71	52.59	79.49	2633682	0	753	753	4725	4725	3497	3497	59062	59062	34.6	5.83	87.68	11	2976	56	20	24	3	1	0
maxbin.004	Bacteria	5449	104	58	93.10	1.72	0.00	3373257	0	180	180	115970	115970	18740	18740	224677	224677	36.6	4.17	82.11	11	3232	28	75	1	0	0	0
maxbin.005	Bacteria	5449	104	58	84.06	4.08	0.00	2304742	0	239	239	18861	18861	9643	9643	62747	62747	36.6	3.76	87.95	11	2357	21	73	10	0	0	0
maxbin.006	Bacteria	5449	104	58	54.86	27.90	57.69	2952106	0	1057	1057	3399	3399	2792	2792	47501	47501	36.6	1.69	90.36	11	3300	50	43	5	5	1	0
maxbin.007	Bacteria	5449	104	58	66.54	6.90	83.33	1890145	0	295	295	9844	9844	6407	6407	48470	48470	36.8	2.05	88.71	11	1988	59	41	3	1	0	0
maxbin.008	Bacteria	5449	104	58	99.84	14.40	13.79	2825244	0	585	585	11175	11175	4829	4829	50233	50233	48.9	2.34	78.83	11	2774	1	78	23	2	0	0
maxbin.009	Bacteria	5449	104	58	31.71	6.18	28.57	5042129	0	1928	1928	3045	3045	2615	2615	53563	53563	33.5	2.31	81.01	11	6784	70	27	7	0	0	0
maxbin.010	Bacteria	5449	104	58	18.61	4.37	0.00	31485388	0	5393	5393	8862	8862	5838	5838	55558	55558	19.1	2.06	20.83	11	30582	81	19	4	0	0	0
maxbin.011	Bacteria	5449	104	58	37.86	5.02	0.00	36038753	0	8071	8071	6367	6367	4465	4465	47871	47871	24.8	1.87	30.77	11	43536	59	34	10	1	0	0
maxbin.012	Bacteria	5449	104	58	78.34	34.28	16.13	2940658	0	1379	1379	2201	2201	2132	2132	240428	240428	41.6	3.06	87.05	11	3317	19	55	19	6	3	2
maxbin.013	Bacteria	5449	104	58	43.54	5.31	0.00	42419177	0	13098	13098	4047	4047	3238	3238	36651	36651	30.8	2.06	30.54	11	48066	52	45	6	1	0	0
maxbin.014	Bacteria	5449	104	58	8.17	5.06	18.75	42192130	0	16728	16728	2900	2900	2522	2522	18135	18135	36.9	2.08	35.93	11	58552	79	10	8	6	1	0
maxbin.015	Bacteria	5449	104	58	2.59	0.00	0.00	26311641	0	13717	13717	2027	2027	1918	1918	10743	10743	44.0	3.12	52.13	11	44743	102	2	0	0	0	0
maxbin.016	Bacteria	5449	104	58	63.39	7.92	42.86	2923542	0	1488	1488	2069	2069	1964	1964	18718	18718	41.0	2.44	83.05	11	3778	48	49	7	0	0	0
SRR27931710.001	Bacteria	5449	104	58	100.00	21.36	36.67	1876259	0	891	891	2272	2272	2105	2105	16292	16292	37.8	5.07	87.71	11	2391	0	76	27	1	0	0
SRR27931710.002	Bacteria	5449	104	58	64.79	12.02	24.00	3101530	0	1793	1793	1697	1697	1729	1729	17790	17790	50.6	8.41	76.23	11	4198	25	62	13	4	0	0
SRR27931710.003	Bacteria	5449	104	58	52.07	17.27	0.00	2322153	0	1479	1479	1529	1529	1570	1570	8288	8288	35.4	3.63	82.96	11	3650	57	37	7	3	0	0
maxbin.001	Bacteria	5449	104	58	100.00	21.36	36.67	1876259	0	891	891	2272	2272	2105	2105	16292	16292	37.8	5.07	87.71	11	2391	0	76	27	1	0	0
maxbin.002	Bacteria	5449	104	58	64.79	12.02	24.00	3101530	0	1793	1793	1697	1697	1729	1729	17790	17790	50.6	8.41	76.23	11	4198	25	62	13	4	0	0
maxbin.003	Bacteria	5449	104	58	52.07	17.27	0.00	2322153	0	1479	1479	1529	1529	1570	1570	8288	8288	35.4	3.63	82.96	11	3650	57	37	7	3	0	0
SRR27931711.001	Bacteria	5449	104	58	0.00	0.00	0.00	508622	0	56	56	23947	23947	9082	9082	46116	46116	50.5	7.70	81.92	4	535	104	0	0	0	0	0
SRR27931711.002	Bacteria	5449	104	58	88.79	90.33	3.83	11835864	0	1998	1998	13768	13768	5923	5923	61675	61675	38.9	4.15	77.72	11	9391	7	27	19	34	10	7
SRR27931711.003	Bacteria	5449	104	58	2.59	0.86	100.00	1343786	0	818	818	1604	1604	1642	1642	8648	8648	33.7	7.50	67.68	11	1790	102	1	1	0	0	0
maxbin.001	Bacteria	5449	104	58	0.00	0.00	0.00	508622	0	56	56	23947	23947	9082	9082	46116	46116	50.5	7.70	81.92	4	535	104	0	0	0	0	0
maxbin.002	Bacteria	5449	104	58	88.79	90.33	3.83	11835864	0	1998	1998	13768	13768	5923	5923	61675	61675	38.9	4.15	77.72	11	9391	7	27	19	34	10	7
maxbin.003	Bacteria	5449	104	58	2.59	0.86	100.00	1343786	0	818	818	1604	1604	1642	1642	8648	8648	33.7	7.50	67.68	11	1790	102	1	1	0	0	0
SRR27931712.001	Bacteria	5449	104	58	0.00	0.00	0.00	512963	0	45	45	15434	15434	11399	11399	47962	47962	50.7	7.31	76.64	11	465	104	0	0	0	0	0
SRR27931712.002	Bacteria	5449	104	58	72.41	14.81	61.54	915231	0	285	285	4159	4159	3211	3211	15413	15413	36.1	4.86	83.58	11	977	43	53	7	0	1	0
SRR27931712.003	Bacteria	5449	104	58	20.85	0.16	0.00	1260363	0	336	336	5250	5250	3751	3751	81035	81035	33.5	5.34	86.87	11	1413	80	23	1	0	0	0
SRR27931712.004	Bacteria	5449	104	58	62.89	10.50	88.89	1846490	0	525	525	4987	4987	3517	3517	60647	60647	33.7	3.91	86.64	11	2280	43	52	9	0	0	0
SRR27931712.005	Bacteria	5449	104	58	36.83	11.21	57.14	1599170	0	574	574	3128	3128	2786	2786	37545	37545	37.0	4.15	89.59	11	1686	77	20	7	0	0	0
SRR27931712.006	Bacteria	5449	104	58	44.06	12.93	50.00	2943162	0	949	949	4024	4024	3101	3101	41356	41356	34.8	5.78	82.67	11	3587	58	38	8	0	0	0
SRR27931712.007	Bacteria	5449	104	58	54.47	55.17	70.31	3789137	0	1526	1526	2847	2847	2483	2483	71789	71789	37.5	3.38	91.53	11	4163	66	21	9	4	2	2
SRR27931712.008	Bacteria	5449	104	58	100.00	17.59	9.38	3028054	0	350	350	26168	26168	8651	8651	130482	130482	48.0	8.12	77.24	11	2746	0	66	28	8	2	0
SRR27931712.009	Bacteria	5449	104	58	25.08	2.04	0.00	4377887	0	1236	1236	5547	5547	3541	3541	162302	162302	32.9	7.13	77.81	11	5350	58	43	3	0	0	0
SRR27931712.010	Bacteria	5449	104	58	67.65	11.38	72.73	1706873	0	209	209	22937	22937	8166	8166	89895	89895	37.8	2.72	89.07	11	1717	37	56	11	0	0	0
SRR27931712.011	Bacteria	5449	104	58	64.11	19.83	56.25	2355815	0	205	205	18329	18329	11491	11491	60827	60827	38.1	5.69	87.91	11	2313	58	32	13	1	0	0
SRR27931712.012	Bacteria	5449	104	58	36.21	8.62	42.86	2313469	0	534	534	7086	7086	4332	4332	42215	42215	36.6	1.36	85.59	11	2712	82	17	4	1	0	0
SRR27931712.013	Bacteria	5449	104	58	90.01	28.22	67.86	4474937	0	860	860	11360	11360	5203	5203	182001	182001	47.2	1.96	87.67	11	5084	17	63	22	2	0	0
SRR27931712.014	Bacteria	5449	104	58	98.28	0.00	0.00	3601569	0	245	245	48101	48101	14700	14700	137130	137130	44.9	2.02	83.46	11	3800	1	103	0	0	0	0
SRR27931712.015	Bacteria	5449	104	58	80.86	41.67	82.65	2842610	0	776	776	5501	5501	3663	3663	62543	62543	39.9	1.65	91.19	11	3227	27	40	17	13	7	0
SRR27931712.016	Bacteria	5449	104	58	49.06	18.95	3.92	6230520	0	1434	1434	6468	6468	4344	4344	43931	43931	38.6	1.34	79.51	11	5396	40	36	21	4	3	0
SRR27931712.017	Bacteria	5449	104	58	47.50	23.83	10.87	4177558	0	1915	1915	2567	2567	2181	2181	16833	16833	40.5	1.52	77.32	11	4806	41	28	19	9	6	1
SRR27931712.018	Bacteria	5449	104	58	76.10	43.58	17.57	7777169	0	4254	4254	1730	1730	1828	1828	25007	25007	36.2	1.64	63.79	11	9223	29	45	18	8	2	2
SRR27931712.019	Bacteria	5449	104	58	55.45	21.13	15.69	2404265	0	1336	1336	1747	1747	1799	1799	22800	22800	44.5	1.69	79.97	11	3218	39	32	24	9	0	0
SRR27931712.020	Bacteria	5449	104	58	57.68	18.79	22.50	2061021	0	1236	1236	1605	1605	1667	1667	20067	20067	51.6	2.34	88.48	11	3026	34	48	18	2	1	1
SRR27931712.021	Bacteria	5449	104	58	63.79	4.31	33.33	10336859	0	7384	7384	1285	1285	1399	1399	55319	55319	27.4	1.97	22.34	11	8558	58	43	3	0	0	0
SRR27931712.022	Bacteria	5449	104	58	37.04	11.71	11.11	12689473	0	8885	8885	1340	1340	1428	1428	21768	21768	32.0	2.03	35.76	11	13486	64	31	9	0	0	0
SRR27931712.023	Bacteria	5449	104	58	5.80	0.16	0.00	5997316	0	4191	4191	1322	1322	1430	1430	20514	20514	21.5	2.82	24.51	11	4964	97	6	1	0	0	0
maxbin.001	Bacteria	5449	104	58	0.00	0.00	0.00	512963	0	45	45	15434	15434	11399	11399	47962	47962	50.7	7.31	76.64	11	465	104	0	0	0	0	0
maxbin.002	Bacteria	5449	104	58	72.41	14.81	61.54	915231	0	285	285	4159	4159	3211	3211	15413	15413	36.1	4.86	83.58	11	977	43	53	7	0	1	0
maxbin.003	Bacteria	5449	104	58	20.85	0.16	0.00	1260363	0	336	336	5250	5250	3751	3751	81035	81035	33.5	5.34	86.87	11	1413	80	23	1	0	0	0
maxbin.004	Bacteria	5449	104	58	62.89	10.50	88.89	1846490	0	525	525	4987	4987	3517	3517	60647	60647	33.7	3.91	86.64	11	2280	43	52	9	0	0	0
maxbin.005	Bacteria	5449	104	58	36.83	11.21	57.14	1599170	0	574	574	3128	3128	2786	2786	37545	37545	37.0	4.15	89.59	11	1686	77	20	7	0	0	0
maxbin.006	Bacteria	5449	104	58	44.06	12.93	50.00	2943162	0	949	949	4024	4024	3101	3101	41356	41356	34.8	5.78	82.67	11	3587	58	38	8	0	0	0
maxbin.007	Bacteria	5449	104	58	54.47	55.17	70.31	3789137	0	1526	1526	2847	2847	2483	2483	71789	71789	37.5	3.38	91.53	11	4163	66	21	9	4	2	2
maxbin.008	Bacteria	5449	104	58	100.00	17.59	9.38	3028054	0	350	350	26168	26168	8651	8651	130482	130482	48.0	8.12	77.24	11	2746	0	66	28	8	2	0
maxbin.009	Bacteria	5449	104	58	25.08	2.04	0.00	4377887	0	1236	1236	5547	5547	3541	3541	162302	162302	32.9	7.13	77.81	11	5350	58	43	3	0	0	0
maxbin.010	Bacteria	5449	104	58	67.65	11.38	72.73	1706873	0	209	209	22937	22937	8166	8166	89895	89895	37.8	2.72	89.07	11	1717	37	56	11	0	0	0
maxbin.011	Bacteria	5449	104	58	64.11	19.83	56.25	2355815	0	205	205	18329	18329	11491	11491	60827	60827	38.1	5.69	87.91	11	2313	58	32	13	1	0	0
maxbin.012	Bacteria	5449	104	58	36.21	8.62	42.86	2313469	0	534	534	7086	7086	4332	4332	42215	42215	36.6	1.36	85.59	11	2712	82	17	4	1	0	0
maxbin.013	Bacteria	5449	104	58	90.01	28.22	67.86	4474937	0	860	860	11360	11360	5203	5203	182001	182001	47.2	1.96	87.67	11	5084	17	63	22	2	0	0
maxbin.014	Bacteria	5449	104	58	98.28	0.00	0.00	3601569	0	245	245	48101	48101	14700	14700	137130	137130	44.9	2.02	83.46	11	3800	1	103	0	0	0	0
maxbin.015	Bacteria	5449	104	58	80.86	41.67	82.65	2842610	0	776	776	5501	5501	3663	3663	62543	62543	39.9	1.65	91.19	11	3227	27	40	17	13	7	0
maxbin.016	Bacteria	5449	104	58	49.06	18.95	3.92	6230520	0	1434	1434	6468	6468	4344	4344	43931	43931	38.6	1.34	79.51	11	5396	40	36	21	4	3	0
maxbin.017	Bacteria	5449	104	58	47.50	23.83	10.87	4177558	0	1915	1915	2567	2567	2181	2181	16833	16833	40.5	1.52	77.32	11	4806	41	28	19	9	6	1
maxbin.018	Bacteria	5449	104	58	76.10	43.58	17.57	7777169	0	4254	4254	1730	1730	1828	1828	25007	25007	36.2	1.64	63.79	11	9223	29	45	18	8	2	2
maxbin.019	Bacteria	5449	104	58	55.45	21.13	15.69	2404265	0	1336	1336	1747	1747	1799	1799	22800	22800	44.5	1.69	79.97	11	3218	39	32	24	9	0	0
maxbin.020	Bacteria	5449	104	58	57.68	18.79	22.50	2061021	0	1236	1236	1605	1605	1667	1667	20067	20067	51.6	2.34	88.48	11	3026	34	48	18	2	1	1
maxbin.021	Bacteria	5449	104	58	63.79	4.31	33.33	10336859	0	7384	7384	1285	1285	1399	1399	55319	55319	27.4	1.97	22.34	11	8558	58	43	3	0	0	0
maxbin.022	Bacteria	5449	104	58	37.04	11.71	11.11	12689473	0	8885	8885	1340	1340	1428	1428	21768	21768	32.0	2.03	35.76	11	13486	64	31	9	0	0	0
maxbin.023	Bacteria	5449	104	58	5.80	0.16	0.00	5997316	0	4191	4191	1322	1322	1430	1430	20514	20514	21.5	2.82	24.51	11	4964	97	6	1	0	0	0
SRR27931713.001	Bacteria	5449	104	58	96.55	20.54	2.44	1424236	0	111	111	88600	88600	12830	12830	185363	185363	46.6	11.03	82.79	11	1356	3	62	38	1	0	0
SRR27931713.002	Bacteria	5449	104	58	62.07	18.29	86.54	1344450	0	297	297	7728	7728	4526	4526	240427	240427	37.6	3.04	86.38	11	1490	28	44	22	10	0	0
SRR27931713.003	Bacteria	5449	104	58	0.00	0.00	0.00	314903	0	25	25	186552	186552	12596	12596	186552	186552	52.0	19.00	76.39	11	245	104	0	0	0	0	0
SRR27931713.004	Bacteria	5449	104	58	19.83	0.00	0.00	1054953	0	290	290	4656	4656	3637	3637	50525	50525	31.6	7.76	64.09	11	1053	90	14	0	0	0	0
SRR27931713.005	Bacteria	5449	104	58	72.60	39.81	72.41	2291083	0	755	755	3723	3723	3034	3034	64418	64418	36.8	3.19	88.73	11	2456	52	31	17	4	0	0
SRR27931713.006	Bacteria	5449	104	58	100.00	1.72	0.00	3502467	0	227	227	115250	115250	15429	15429	307512	307512	38.0	10.59	79.93	11	3123	0	103	1	0	0	0
SRR27931713.007	Bacteria	5449	104	58	87.40	33.33	60.00	3262492	0	774	774	6668	6668	4215	4215	346860	346860	33.9	4.47	85.47	11	3737	39	48	13	4	0	0
SRR27931713.008	Bacteria	5449	104	58	58.45	57.76	67.74	4102441	0	1676	1676	2796	2796	2447	2447	31867	31867	38.2	4.58	89.38	11	4334	64	22	7	5	5	1
SRR27931713.009	Bacteria	5449	104	58	100.00	39.53	8.11	3938960	0	1239	1239	5877	5877	3179	3179	106584	106584	44.8	5.05	69.14	11	3958	0	59	23	16	5	1
SRR27931713.010	Bacteria	5449	104	58	9.46	0.00	0.00	25457846	0	9963	9963	3018	3018	2555	2555	25808	25808	19.1	2.35	18.64	11	24012	92	12	0	0	0	0
SRR27931713.011	Bacteria	5449	104	58	39.76	10.66	0.00	4644697	0	2512	2512	1849	1849	1849	1849	27317	27317	31.6	2.00	64.44	11	6348	70	26	8	0	0	0
SRR27931713.012	Bacteria	5449	104	58	19.64	5.33	0.00	29079381	0	12520	12520	2615	2615	2322	2322	22771	22771	25.8	2.13	29.22	11	33587	82	18	3	1	0	0
SRR27931713.013	Bacteria	5449	104	58	78.42	54.87	1.64	4510669	0	2781	2781	1553	1553	1621	1621	20118	20118	36.3	2.02	71.42	11	5781	22	48	24	9	0	1
SRR27931713.014	Bacteria	5449	104	58	63.17	32.12	30.77	2135372	0	1289	1289	1672	1672	1656	1656	6194	6194	49.8	3.46	87.22	11	2915	37	40	21	6	0	0
SRR27931713.015	Bacteria	5449	104	58	1.72	0.00	0.00	30649923	0	13007	13007	2618	2618	2356	2356	20663	20663	32.1	2.01	28.64	11	36762	103	1	0	0	0	0
SRR27931713.016	Bacteria	5449	104	58	3.71	0.00	0.00	32303380	0	15203	15203	2316	2316	2124	2124	16563	16563	37.9	2.01	33.93	11	42138	96	8	0	0	0	0
SRR27931713.017	Bacteria	5449	104	58	3.45	0.00	0.00	21156279	0	11778	11778	1849	1849	1796	1796	16468	16468	44.9	3.03	51.58	11	36714	102	2	0	0	0	0
maxbin.001	Bacteria	5449	104	58	96.55	20.54	2.44	1424236	0	111	111	88600	88600	12830	12830	185363	185363	46.6	11.03	82.79	11	1356	3	62	38	1	0	0
maxbin.002	Bacteria	5449	104	58	62.07	18.29	86.54	1344450	0	297	297	7728	7728	4526	4526	240427	240427	37.6	3.04	86.38	11	1490	28	44	22	10	0	0
maxbin.003	Bacteria	5449	104	58	0.00	0.00	0.00	314903	0	25	25	186552	186552	12596	12596	186552	186552	52.0	19.00	76.39	11	245	104	0	0	0	0	0
maxbin.004	Bacteria	5449	104	58	19.83	0.00	0.00	1054953	0	290	290	4656	4656	3637	3637	50525	50525	31.6	7.76	64.09	11	1053	90	14	0	0	0	0
