Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
21_Melli.013	Bacteria	5449	104	58	58.54	60.82	84.93	3263231	0	1430	1430	2503	2503	2281	2281	21435	21435	44.1	3.21	89.19	11	3934	61	22	8	7	4	2
21_Melli.014	Bacteria	5449	104	58	37.96	14.48	71.43	1288409	0	319	319	8309	8309	4038	4038	50649	50649	37.7	3.18	83.39	11	1608	62	33	8	0	1	0
21_Melli.015	Bacteria	5449	104	58	10.60	2.04	0.00	2743239	0	722	722	5618	5618	3799	3799	36136	36136	29.7	6.72	77.46	11	3011	79	22	3	0	0	0
21_Melli.016	Bacteria	5449	104	58	0.00	0.00	0.00	949287	0	325	325	3776	3776	2920	2920	17512	17512	37.0	2.33	92.89	11	616	104	0	0	0	0	0
21_Melli.017	Bacteria	5449	104	58	61.69	43.10	87.80	1927944	0	573	573	5053	5053	3364	3364	29249	29249	37.8	2.90	82.75	11	2499	47	35	16	5	0	1
21_Melli.018	Bacteria	5449	104	58	89.34	72.52	75.36	4500008	0	1871	1871	2613	2613	2405	2405	89182	89182	43.5	3.95	90.45	11	5064	21	46	26	9	1	1
21_Melli.019	Bacteria	5449	104	58	98.28	51.02	57.30	5291089	0	1526	1526	6811	6811	3467	3467	335592	335592	43.7	3.98	59.08	11	4754	1	64	26	8	4	1
21_Melli.020	Bacteria	5449	104	58	46.68	28.84	50.00	10633127	0	4727	4727	2415	2415	2249	2249	160818	160818	35.0	2.30	84.53	11	11963	56	29	12	6	1	0
21_Melli.021	Bacteria	5449	104	58	65.73	8.51	0.00	10435189	0	4740	4740	2428	2428	2201	2201	75540	75540	28.1	2.63	77.30	11	13557	39	51	13	1	0	0
21_Melli.022	Bacteria	5449	104	58	94.48	90.03	12.87	9432818	0	5082	5082	1877	1877	1856	1856	54939	54939	43.7	6.64	85.83	11	11377	4	51	34	9	5	1
Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
22_Melli.001	Bacteria	5449	104	58	25.97	1.72	100.00	271156	0	88	88	3809	3809	3081	3081	10632	10632	39.1	3.93	88.53	11	347	69	34	1	0	0	0
22_Melli.002	Bacteria	5449	104	58	73.17	50.09	76.62	953783	0	292	292	4377	4377	3266	3266	13946	13946	42.5	3.70	90.39	11	1140	23	41	26	11	3	0
22_Melli.003	Bacteria	5449	104	58	39.60	25.66	61.54	760566	0	190	190	6277	6277	4002	4002	75819	75819	36.6	3.29	87.86	11	960	56	33	11	3	1	0
22_Melli.004	Bacteria	5449	104	58	81.72	57.86	76.00	1770118	0	438	438	5730	5730	4041	4041	27710	27710	44.2	3.73	89.54	11	1971	35	36	20	9	3	1
22_Melli.005	Bacteria	5449	104	58	20.69	5.17	75.00	408068	0	102	102	8221	8221	4000	4000	35557	35557	43.8	4.20	90.47	11	415	90	10	4	0	0	0
22_Melli.006	Bacteria	5449	104	58	37.62	5.33	80.00	598476	0	145	145	5974	5974	4127	4127	27780	27780	40.9	1.25	90.32	11	702	69	30	5	0	0	0
22_Melli.007	Bacteria	5449	104	58	20.69	7.84	80.00	737026	0	219	219	4510	4510	3365	3365	24559	24559	46.6	2.38	89.44	11	860	81	9	9	3	2	0
22_Melli.008	Bacteria	5449	104	58	22.14	8.18	91.30	1317564	0	264	264	9197	9197	4990	4990	138375	138375	36.4	4.70	84.58	11	1455	76	19	2	7	0	0
22_Melli.009	Bacteria	5449	104	58	78.07	47.05	80.00	966197	0	183	183	8593	8593	5279	5279	38945	38945	41.9	1.63	90.10	11	1112	44	30	24	5	1	0
22_Melli.010	Bacteria	5449	104	58	53.29	46.71	85.00	1457914	0	413	413	4916	4916	3530	3530	23763	23763	43.8	4.01	88.80	11	1644	61	23	13	5	2	0
22_Melli.011	Bacteria	5449	104	58	41.15	7.37	90.91	511183	0	126	126	6346	6346	4057	4057	22258	22258	40.0	1.13	88.32	11	606	58	33	10	2	1	0
22_Melli.012	Bacteria	5449	104	58	25.66	6.35	100.00	331786	0	47	47	17065	17065	7059	7059	59605	59605	37.0	1.10	90.40	11	331	83	17	2	2	0	0
22_Melli.013	Bacteria	5449	104	58	34.36	13.79	33.33	408729	0	67	67	11378	11378	6100	6100	28448	28448	37.6	1.97	89.92	11	478	72	25	6	1	0	0
22_Melli.014	Bacteria	5449	104	58	38.87	14.42	81.25	1481552	0	465	465	4344	4344	3186	3186	24587	24587	46.1	3.58	88.78	11	1678	73	21	7	3	0	0
22_Melli.015	Bacteria	5449	104	58	12.07	5.17	33.33	458668	0	114	114	6886	6886	4023	4023	24468	24468	33.7	6.60	80.75	11	527	97	4	3	0	0	0
22_Melli.016	Bacteria	5449	104	58	33.33	19.83	87.50	439728	0	52	52	28556	28556	8456	8456	44795	44795	39.2	1.48	89.85	11	520	80	12	10	2	0	0
22_Melli.017	Bacteria	5449	104	58	23.37	13.09	92.31	351822	0	78	78	8259	8259	4510	4510	38759	38759	39.1	3.13	88.53	11	425	79	14	10	1	0	0
22_Melli.018	Bacteria	5449	104	58	24.14	10.34	75.00	673620	0	162	162	7465	7465	4158	4158	46191	46191	42.0	3.30	87.10	11	821	87	13	2	2	0	0
22_Melli.019	Bacteria	5449	104	58	37.77	19.75	83.33	3244358	0	1105	1105	3554	3554	2936	2936	54675	54675	46.0	4.08	85.70	11	3441	69	19	15	1	0	0
22_Melli.020	Bacteria	5449	104	58	51.83	14.97	66.67	2492462	0	737	737	4353	4353	3381	3381	48362	48362	38.1	4.23	85.54	11	2588	47	47	9	1	0	0
22_Melli.021	Bacteria	5449	104	58	38.79	3.45	100.00	1035868	0	293	293	5527	5527	3535	3535	48429	48429	43.5	1.78	87.73	11	1205	78	24	2	0	0	0
22_Melli.022	Bacteria	5449	104	58	1.65	0.00	0.00	1650710	0	489	489	4602	4602	3375	3375	31446	31446	30.7	7.03	78.53	11	1855	98	6	0	0	0	0
22_Melli.023	Bacteria	5449	104	58	60.11	36.21	82.35	1387538	0	382	382	5394	5394	3632	3632	46594	46594	41.4	2.86	88.29	11	1698	57	31	10	4	2	0
22_Melli.024	Bacteria	5449	104	58	16.72	1.72	0.00	1197548	0	379	379	4173	4173	3159	3159	29857	29857	33.8	1.97	78.94	11	1500	93	10	1	0	0	0
22_Melli.025	Bacteria	5449	104	58	25.55	12.23	33.33	1875367	0	865	865	2306	2306	2168	2168	21016	21016	46.0	3.32	91.62	11	2062	81	16	6	1	0	0
22_Melli.026	Bacteria	5449	104	58	8.56	8.39	52.00	193420	0	22	22	18748	18748	8791	8791	33684	33684	32.9	1.75	53.38	11	164	82	9	7	6	0	0
22_Melli.027	Bacteria	5449	104	58	3.37	0.31	100.00	619524	0	116	116	10857	10857	5340	5340	34830	34830	44.1	3.23	38.90	11	577	97	6	0	1	0	0
22_Melli.028	Bacteria	5449	104	58	57.66	46.61	77.19	4274251	0	1498	1498	3650	3650	2853	2853	54179	54179	38.3	3.32	86.10	11	4819	52	30	12	8	1	1
22_Melli.029	Bacteria	5449	104	58	98.28	8.23	0.00	1974964	0	184	184	68817	68817	10733	10733	208775	208775	41.0	2.93	89.29	11	1909	1	96	6	1	0	0
22_Melli.030	Bacteria	5449	104	58	1.88	0.00	0.00	626811	0	59	59	16958	16958	10623	10623	53471	53471	44.1	2.29	13.61	11	312	101	3	0	0	0	0
22_Melli.031	Bacteria	5449	104	58	99.69	11.99	64.71	3689004	0	1147	1147	5762	5762	3216	3216	49755	49755	50.0	2.45	85.02	11	4086	2	89	11	2	0	0
22_Melli.032	Bacteria	5449	104	58	1.02	0.16	100.00	374666	0	64	64	10928	10928	5854	5854	26659	26659	45.4	1.54	15.21	11	189	102	1	1	0	0	0
22_Melli.033	Bacteria	5449	104	58	69.92	43.42	48.65	8096864	0	3889	3889	2126	2126	2081	2081	50625	50625	42.7	2.76	89.14	11	10039	42	42	13	6	1	0
22_Melli.034	Bacteria	5449	104	58	25.94	24.45	29.73	13431240	0	6088	6088	2336	2336	2206	2206	116285	116285	31.4	2.03	81.17	11	18485	59	40	0	2	1	2
22_Melli.035	Bacteria	5449	104	58	82.16	42.24	3.03	10153059	0	4697	4697	2347	2347	2161	2161	20590	20590	26.5	2.06	75.55	11	13952	41	41	20	1	0	1
22_Melli.036	Bacteria	5449	104	58	0.16	0.00	0.00	5795585	0	2830	2830	2166	2166	2047	2047	64836	64836	35.1	2.53	94.19	11	4061	103	1	0	0	0	0
22_Melli.037	Bacteria	5449	104	58	0.94	0.16	100.00	1031709	0	664	664	1455	1455	1553	1553	7662	7662	41.9	2.49	83.88	4	1389	98	5	1	0	0	0
22_Melli.038	Bacteria	5449	104	58	1.72	0.00	0.00	728802	0	256	256	3847	3847	2846	2846	13883	13883	43.9	1.63	25.41	11	712	103	1	0	0	0	0
22_Melli.039	Bacteria	5449	104	58	0.66	0.00	0.00	316825	0	171	171	1866	1866	1852	1852	8818	8818	47.3	1.78	55.70	11	517	101	3	0	0	0	0
22_Melli.040	Bacteria	5449	104	58	89.18	57.72	12.95	6432517	0	3176	3176	2028	2028	2025	2025	50365	50365	36.3	3.92	69.90	11	8134	9	42	34	10	5	4
Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
23_Scapto.001	Bacteria	5449	104	58	91.38	1.72	0.00	1057271	0	49	49	29333	29333	21576	21576	80646	80646	32.8	2.30	88.10	11	1056	5	98	1	0	0	0
23_Scapto.002	Bacteria	5449	104	58	3.45	0.00	0.00	247764	0	31	31	10767	10767	7992	7992	38500	38500	34.2	2.63	83.35	11	257	102	2	0	0	0	0
23_Scapto.003	Bacteria	5449	104	58	82.76	0.00	0.00	978741	0	45	45	47972	47972	21749	21749	187013	187013	29.0	3.82	87.74	11	984	10	94	0	0	0	0
23_Scapto.004	Bacteria	5449	104	58	15.52	0.00	0.00	333095	0	47	47	16071	16071	7087	7087	102896	102896	29.5	4.56	83.30	11	343	95	9	0	0	0	0
23_Scapto.005	Bacteria	5449	104	58	1.72	1.72	100.00	238066	0	91	91	2984	2984	2616	2616	29170	29170	31.5	5.02	80.58	11	323	103	0	1	0	0	0
23_Scapto.006	Bacteria	5449	104	58	1.72	0.00	0.00	428221	0	156	156	3954	3954	2745	2745	47555	47555	35.7	6.81	78.01	11	506	103	1	0	0	0	0
23_Scapto.007	Bacteria	5449	104	58	0.00	0.00	0.00	536360	0	207	207	3360	3360	2591	2591	17355	17355	28.2	3.14	76.71	11	592	104	0	0	0	0	0
23_Scapto.008	Bacteria	5449	104	58	12.07	0.00	0.00	594485	0	118	118	10274	10274	5038	5038	166259	166259	41.5	4.22	81.96	11	642	72	32	0	0	0	0
23_Scapto.009	Bacteria	5449	104	58	81.90	19.04	71.43	2837444	0	641	641	6354	6354	4426	4426	62789	62789	39.8	3.29	86.17	11	3107	36	51	15	2	0	0
23_Scapto.010	Bacteria	5449	104	58	0.16	0.00	0.00	1936150	0	595	595	4315	4315	3254	3254	18778	18778	26.6	4.66	79.34	11	2099	103	1	0	0	0	0
23_Scapto.011	Bacteria	5449	104	58	0.00	0.00	0.00	850039	0	90	90	31991	31991	9444	9444	103346	103346	53.4	10.69	79.02	11	825	104	0	0	0	0	0
23_Scapto.012	Bacteria	5449	104	58	73.35	59.72	22.22	1956298	0	596	596	4401	4401	3282	3282	79342	79342	41.9	3.31	88.31	11	2272	24	35	36	9	0	0
23_Scapto.013	Bacteria	5449	104	58	48.59	37.93	48.65	2606147	0	840	840	4042	4042	3102	3102	47617	47617	35.7	4.40	85.27	11	2927	64	24	9	6	0	1
23_Scapto.014	Bacteria	5449	104	58	0.00	0.00	0.00	199616	0	70	70	3551	3551	2851	2851	36817	36817	33.1	11.70	88.87	11	152	104	0	0	0	0	0
23_Scapto.015	Bacteria	5449	104	58	16.25	1.88	47.83	1005711	0	394	394	3023	3023	2552	2552	40479	40479	39.8	3.51	86.02	11	1229	81	18	1	2	1	1
23_Scapto.016	Bacteria	5449	104	58	1.72	0.00	0.00	394288	0	140	140	3538	3538	2816	2816	25741	25741	33.9	12.03	90.15	11	304	103	1	0	0	0	0
23_Scapto.017	Bacteria	5449	104	58	23.53	5.49	100.00	711632	0	288	288	2635	2635	2470	2470	50929	50929	45.0	2.23	91.85	11	853	80	20	3	1	0	0
23_Scapto.018	Bacteria	5449	104	58	33.07	13.09	100.00	952479	0	172	172	9087	9087	5537	5537	27451	27451	36.6	1.24	90.22	11	1072	79	16	9	0	0	0
23_Scapto.019	Bacteria	5449	104	58	46.63	26.65	100.00	472190	0	137	137	5048	5048	3446	3446	11975	11975	38.6	1.16	92.76	11	512	67	16	20	1	0	0
23_Scapto.020	Bacteria	5449	104	58	10.92	3.45	0.00	215618	0	30	30	11542	11542	7187	7187	68171	68171	40.5	0.91	87.46	11	236	96	5	3	0	0	0
23_Scapto.021	Bacteria	5449	104	58	20.69	6.90	100.00	391867	0	141	141	3746	3746	2779	2779	13812	13812	38.6	1.36	94.53	11	452	90	10	4	0	0	0
23_Scapto.022	Bacteria	5449	104	58	22.41	5.17	0.00	344233	0	37	37	26969	26969	9303	9303	59217	59217	41.2	0.96	89.39	11	365	86	14	4	0	0	0
23_Scapto.023	Bacteria	5449	104	58	4.66	0.00	0.00	1364443	0	358	358	6168	6168	3811	3811	73363	73363	35.7	1.88	85.85	11	1650	100	4	0	0	0	0
23_Scapto.024	Bacteria	5449	104	58	18.21	8.62	12.50	9144891	0	3967	3967	2533	2533	2305	2305	97364	97364	30.8	4.10	79.30	11	11986	88	13	2	0	1	0
23_Scapto.025	Bacteria	5449	104	58	18.81	6.30	91.84	714951	0	215	215	5015	5015	3325	3325	40651	40651	37.7	1.31	85.76	11	970	68	17	7	10	2	0
23_Scapto.026	Bacteria	5449	104	58	4.98	0.00	0.00	1432399	0	619	619	2428	2428	2314	2314	47409	47409	35.4	1.64	87.97	11	2001	97	7	0	0	0	0
23_Scapto.027	Bacteria	5449	104	58	36.38	22.34	64.71	471400	0	183	183	3427	3427	2575	2575	28426	28426	40.3	1.11	90.10	11	572	44	28	12	7	8	5
23_Scapto.028	Bacteria	5449	104	58	0.00	0.00	0.00	545706	0	255	255	2241	2241	2140	2140	14581	14581	38.2	2.56	95.35	11	348	104	0	0	0	0	0
23_Scapto.029	Bacteria	5449	104	58	82.76	76.09	9.71	3086073	0	1683	1683	1794	1794	1833	1833	56357	56357	46.1	3.17	88.38	11	4116	11	26	52	13	2	0
23_Scapto.030	Bacteria	5449	104	58	63.40	36.78	33.33	933304	0	392	392	2796	2796	2380	2380	19111	19111	37.7	1.25	90.15	11	1321	56	28	12	6	2	0
23_Scapto.031	Bacteria	5449	104	58	31.74	23.90	54.17	1208050	0	533	533	2623	2623	2266	2266	17019	17019	43.9	1.54	91.39	11	1447	74	17	3	5	5	0
23_Scapto.032	Bacteria	5449	104	58	31.72	15.52	18.18	1081077	0	537	537	2196	2196	2013	2013	23016	23016	35.6	1.20	84.51	11	1580	80	17	5	2	0	0
23_Scapto.033	Bacteria	5449	104	58	43.97	13.51	100.00	746063	0	286	286	3009	3009	2608	2608	13078	13078	40.4	1.12	88.78	11	1012	73	22	9	0	0	0
23_Scapto.034	Bacteria	5449	104	58	26.72	5.17	33.33	614179	0	268	268	2670	2670	2291	2291	14396	14396	40.6	1.24	89.53	11	841	87	14	3	0	0	0
23_Scapto.035	Bacteria	5449	104	58	0.00	0.00	0.00	1211207	0	670	670	1824	1824	1807	1807	14901	14901	38.5	2.68	94.95	11	981	104	0	0	0	0	0
23_Scapto.036	Bacteria	5449	104	58	1.72	0.00	0.00	850266	0	520	520	1557	1557	1635	1635	11511	11511	40.2	2.37	80.30	11	1234	93	11	0	0	0	0
23_Scapto.037	Bacteria	5449	104	58	69.98	8.95	8.33	1582286	0	876	876	1847	1847	1806	1806	9016	9016	37.8	2.34	86.36	11	2165	29	65	9	1	0	0
Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
39_Melli.001	Bacteria	5449	104	58	9.25	7.76	75.00	195361	0	48	48	5645	5645	4070	4070	18075	18075	43.2	2.96	86.76	11	214	84	16	2	2	0	0
39_Melli.002	Bacteria	5449	104	58	45.90	30.47	85.71	574025	0	133	133	5721	5721	4315	4315	14736	14736	41.0	3.54	90.74	11	732	44	35	13	12	0	0
39_Melli.003	Bacteria	5449	104	58	71.37	76.10	76.14	1112652	0	269	269	5797	5797	4136	4136	18008	18008	42.1	3.53	90.01	11	1319	35	31	22	10	6	0
39_Melli.004	Bacteria	5449	104	58	66.61	21.55	64.71	925705	0	222	222	6389	6389	4169	4169	56262	56262	40.3	3.38	90.07	11	1053	38	55	8	3	0	0
39_Melli.005	Bacteria	5449	104	58	46.39	21.55	56.76	1247994	0	403	403	3974	3974	3096	3096	17272	17272	45.1	2.82	89.43	11	1480	65	21	13	2	3	0
39_Melli.006	Bacteria	5449	104	58	64.83	35.14	84.62	917868	0	257	257	5768	5768	3571	3571	30931	30931	39.9	2.34	88.03	11	1162	45	33	21	4	1	0
39_Melli.007	Bacteria	5449	104	58	0.00	0.00	0.00	521079	0	53	53	18201	18201	9831	9831	36699	36699	50.0	6.88	78.46	11	467	104	0	0	0	0	0
39_Melli.008	Bacteria	5449	104	58	69.84	50.84	61.40	1637229	0	518	518	3942	3942	3160	3160	24562	24562	38.8	3.37	87.01	11	2086	33	41	24	1	5	0
39_Melli.009	Bacteria	5449	104	58	49.48	36.83	64.29	1973769	0	792	792	2836	2836	2492	2492	18041	18041	46.1	3.02	90.28	11	2351	60	23	11	5	5	0
39_Melli.010	Bacteria	5449	104	58	8.73	0.86	100.00	1068047	0	307	307	5317	5317	3478	3478	36506	36506	32.5	5.59	80.83	11	1263	91	12	1	0	0	0
39_Melli.011	Bacteria	5449	104	58	67.89	43.42	80.49	2915417	0	1171	1171	2855	2855	2489	2489	35120	35120	45.2	3.93	89.94	11	3287	51	32	14	5	2	0
39_Melli.012	Bacteria	5449	104	58	75.09	45.18	80.85	3150789	0	1103	1103	3661	3661	2856	2856	36572	36572	40.1	4.34	87.05	11	3460	43	28	29	2	2	0
39_Melli.013	Bacteria	5449	104	58	48.90	38.40	65.79	3492226	0	1471	1471	2635	2635	2374	2374	26562	26562	46.0	3.14	91.33	11	3896	60	24	14	4	2	0
39_Melli.014	Bacteria	5449	104	58	6.68	0.16	0.00	2808901	0	790	790	4605	4605	3555	3555	37376	37376	29.6	3.81	76.55	11	3205	84	19	1	0	0	0
39_Melli.015	Bacteria	5449	104	58	63.39	61.68	63.95	1807605	0	471	471	6257	6257	3837	3837	35869	35869	37.8	2.10	85.96	11	2305	36	34	20	11	2	1
39_Melli.016	Bacteria	5449	104	58	3.13	0.00	0.00	883405	0	365	365	2806	2806	2420	2420	10813	10813	38.3	2.86	92.76	11	602	93	11	0	0	0	0
39_Melli.017	Bacteria	5449	104	58	68.97	41.30	80.00	1973691	0	672	672	3716	3716	2937	2937	29338	29338	40.1	2.96	86.63	11	2563	45	32	21	4	2	0
39_Melli.018	Bacteria	5449	104	58	99.69	4.36	92.31	3242123	0	266	266	114578	114578	12188	12188	244731	244731	49.1	6.68	82.45	11	2803	2	89	13	0	0	0
39_Melli.019	Bacteria	5449	104	58	4.66	0.86	0.00	749732	0	83	83	13073	13073	9032	9032	34679	34679	43.9	2.27	23.47	11	540	90	13	1	0	0	0
39_Melli.020	Bacteria	5449	104	58	89.66	0.00	0.00	1188905	0	87	87	121195	121195	13665	13665	204419	204419	27.5	1.73	88.82	11	1203	20	84	0	0	0	0
39_Melli.021	Bacteria	5449	104	58	20.52	10.50	55.56	8052215	0	3995	3995	2106	2106	2015	2015	29576	29576	33.1	2.17	82.40	11	9270	76	23	3	2	0	0
39_Melli.022	Bacteria	5449	104	58	60.75	53.61	72.00	3579267	0	1748	1748	2101	2101	2047	2047	28052	28052	44.4	1.89	91.39	11	4394	55	23	17	7	2	0
39_Melli.023	Bacteria	5449	104	58	92.24	21.16	36.67	1637434	0	247	247	36595	36595	6629	6629	140935	140935	41.2	1.92	90.48	11	1732	5	77	18	4	0	0
39_Melli.024	Bacteria	5449	104	58	76.47	46.42	68.18	4504337	0	1848	1848	2789	2789	2437	2437	74186	74186	40.4	1.78	86.21	11	6253	35	43	20	4	2	0
39_Melli.025	Bacteria	5449	104	58	0.00	0.00	0.00	5844523	0	2754	2754	2283	2283	2122	2122	17985	17985	25.9	2.29	77.08	11	7396	104	0	0	0	0	0
39_Melli.026	Bacteria	5449	104	58	66.70	22.18	87.50	3048490	0	574	574	9187	9187	5310	5310	49379	49379	46.5	1.24	86.99	11	3308	38	50	16	0	0	0
39_Melli.027	Bacteria	5449	104	58	14.24	0.78	71.43	1433076	0	592	592	3107	3107	2420	2420	36189	36189	48.0	2.33	86.68	11	2009	85	16	1	2	0	0
39_Melli.028	Bacteria	5449	104	58	3.09	0.00	0.00	195877	0	93	93	2199	2199	2106	2106	11199	11199	48.1	2.59	36.18	11	210	100	4	0	0	0	0
39_Melli.029	Bacteria	5449	104	58	1.72	0.00	0.00	4255868	0	2295	2295	1898	1898	1854	1854	42174	42174	38.0	2.81	95.02	11	3228	103	1	0	0	0	0
39_Melli.030	Bacteria	5449	104	58	5.17	0.86	0.00	1342451	0	864	864	1451	1451	1553	1553	10841	10841	43.0	3.19	80.97	4	1835	90	13	1	0	0	0
39_Melli.031	Bacteria	5449	104	58	1.33	0.16	100.00	370965	0	82	82	5821	5821	4523	4523	23050	23050	46.1	1.24	31.94	11	460	100	3	1	0	0	0
39_Melli.032	Bacteria	5449	104	58	88.09	10.36	8.00	2780574	0	1185	1185	2634	2634	2346	2346	51972	51972	28.6	1.89	74.19	4	3580	17	75	7	4	1	0
39_Melli.033	Bacteria	5449	104	58	42.24	17.24	100.00	2500082	0	598	598	5875	5875	4180	4180	37555	37555	49.4	1.33	91.03	11	2688	75	19	10	0	0	0
39_Melli.034	Bacteria	5449	104	58	0.00	0.00	0.00	796461	0	195	195	6180	6180	4084	4084	26336	26336	43.9	1.29	21.76	11	658	104	0	0	0	0	0
39_Melli.035	Bacteria	5449	104	58	88.64	37.34	26.47	6304206	0	3365	3365	1860	1860	1873	1873	86687	86687	37.8	6.60	76.35	11	7836	8	59	16	11	6	4
39_Melli.036	Bacteria	5449	104	58	41.50	0.00	0.00	1583767	0	800	800	2041	2041	1979	1979	21716	21716	55.2	2.55	87.81	11	2120	45	59	0	0	0	0
Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
40_Melli.001	Bacteria	5449	104	58	32.76	13.79	10.00	1145230	0	128	128	28100	28100	8947	8947	124830	124830	41.4	3.93	89.67	11	1230	82	12	10	0	0	0
40_Melli.002	Bacteria	5449	104	58	42.99	7.05	60.00	631656	0	112	112	8102	8102	5639	5639	48410	48410	42.3	3.39	90.74	11	669	51	48	5	0	0	0
40_Melli.003	Bacteria	5449	104	58	69.54	37.23	32.56	1211487	0	161	161	17895	17895	7524	7524	104650	104650	40.9	3.69	89.40	11	1280	21	50	28	5	0	0
40_Melli.004	Bacteria	5449	104	58	0.00	0.00	0.00	535266	0	54	54	16683	16683	9912	9912	45293	45293	49.2	9.81	83.83	4	622	104	0	0	0	0	0
40_Melli.005	Bacteria	5449	104	58	55.49	37.93	20.00	1015030	0	199	199	9560	9560	5100	5100	130374	130374	39.2	5.59	87.92	11	1129	52	28	21	3	0	0
40_Melli.006	Bacteria	5449	104	58	40.23	16.24	49.12	1098111	0	353	353	4175	4175	3110	3110	104217	104217	41.5	5.26	87.49	11	1305	41	36	8	11	3	5
40_Melli.007	Bacteria	5449	104	58	90.05	64.34	77.65	2372424	0	819	819	3675	3675	2896	2896	20538	20538	43.9	4.19	88.85	11	2836	23	38	28	11	4	0
